rank,ticker,name,odds,denominator_basis,falsify_exit_price,falsify_exit_drop,falsify_exit_source,falsify_exit_note,ret_1y_grade,n3_ret_1y,debt_label,net_debt_to_ocf,ma200_form,not_in_pool_above_ma,in_pool_1,mechanism_label,mechanism_reason,survivor_gap_deep,survivor_gap_why,pred_support,pred_total,pred_note,conclusion,odds_negative,is_new_entrant,has_card,baseline_withheld,price,price_date,mcap_now,rel_spy_screen,n1_implied_g5,consensus_rev_growth,gap_vs_consensus_pp,n2_per_share,n2_upside,n2_per_share_withheld,n2_upside_withheld,odds_withheld,n2_unreliable,stress_drop,stress_floor_applied,discount_grade,ps_now,ps_p50_1y,ps_p50_4y,ps_p25_1y,wacc,de_ratio,net_debt,ocf_ttm,rev_ttm,op_margin,diluted_shares,asof,stale_lag_days,sic_description,grp
11.0,KRMN,KARMAN HOLDINGS INC.,0.8839054982473046,公式壓力跌幅(參考欄),,,,,過線(≥17%),1.3945060271097356,高(>6 倍),141.46630267872376,殺,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",是,負債比率 高(>6 倍),0,0,未登記預測,觀察(未填卡、無預登記預測),,False,False,False,39.68999862670898,2026-09-08,5260155207.996368,-0.2727739460326767,0.3779106140136719,0.2739,10.40106140136719,62.69472570547119,0.5796101757303009,,,,,-0.6557377195634708,True,兩把尺都過,8.92229219474511,21.471304848131066,17.761683367966846,13.939817162101251,0.095,0.1643841228649535,829134000.0,5861000.0,589552000.0,0.1681887263549271,132531000.0,2026-06-30,0.0,"Aircraft Parts & Auxiliary Equipment, NEC",0
12.0,LULU,lululemon athletica inc.,0.7683730831637099,公式壓力跌幅(參考欄),45.0,-0.563,第五節:收入三年由 110.94 億跌至 85 億、毛利率 60.5% → 52%、營業利潤率 18.8% → 8%、市銷率 0.6 倍 ÷ 112.9 百萬股,待裁:卡內沒有指定用哪一檔。此處先填市銷率口徑 45(−56.3%);盈利口徑交叉核對 42(−59.2%),過線(≥17%),0.5998427391214682,低(≤3 倍),0.3791006506955232,殺,,True,經營損害被高估,"反推五年增速 -6.4%,低於共識 0.3%,差 -6.7 個百分點",否,,2,3,P2 指引不第五度下調、P3 內部人買入 = 支持;P1 可比銷售 ≤ −10% = 不支持,買入候選,,False,True,False,103.19000244140624,2026-09-08,11652111885.681152,-0.2562966193240098,-0.0638084411621093,0.0034,-6.720844116210937,145.52637608970886,0.4102759244757477,,,,,-0.5339540562593265,True,兩把尺都過,1.0503118036517325,1.6934899996142712,4.5652281190747495,1.2400027769929052,0.1,0.0,751390000.0,1982033000.0,11093955000.0,0.178365154717141,112919000.0,2026-08-02,0.0,Apparel & Other Finishd Prods of  Fabrics & Similar Matl,0
13.0,TTD,"The Trade Desk, Inc.",0.4659898496152909,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.7275655961286716,淨現金,-0.97184826481916,殺,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,觀察(未填卡、無預登記預測),,True,False,False,14.020000457763672,2026-09-08,6588671175.125122,-0.3965272291487718,0.0098915100097656,-0.0343,4.419151000976562,18.98053279318782,0.3538182720013549,,,,,-0.7592832167770566,True,兩把尺都過,2.2034672564025883,4.067831820561538,18.502510945998296,3.1481602067839978,0.1,0.0,-1051223000.0,1081674000.0,2990138000.0,0.1960832576957986,469948000.0,2026-06-30,0.0,"Services-Computer Programming, Data Processing, Etc.",0
14.0,CRNC,CERENCE INC.,0.4016734668893443,公式壓力跌幅(參考欄),3.49,-0.586,"第五節:剔除 4,950 萬一次性 IP 授權後的經常性收入 2.60 億再跌 20% = 2.08 億 × 市銷率 0.8 倍 ÷ 4,770 萬股",敏感度 2.62(−69%)/ 4.36(−48%),過線(≥17%),0.1968527453749904,低(≤3 倍),0.7017222858357041,殺,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",是,市值 3.94 億美元 < 5 億,2,3,P1 自由現金流達指引下限、P3 回購可轉債 = 支持;P2 收入指引按年跌 = 不支持,買入候選,,False,True,False,8.260000228881836,2026-09-08,394365450.9277344,-0.3484295570501232,0.1945152282714843,-0.076,27.05152282714844,10.091039360594545,0.2216754335321098,,,,,-0.5518797028064053,True,兩把尺都過,1.2742264823477494,1.629164534787103,2.26347559724186,1.3066220758690748,0.095,0.4398407608778725,59445000.0,84713000.0,309494000.0,0.087174549425837,47744000.0,2026-06-30,0.0,Services-Prepackaged Software,0
15.0,DKS,"DICK'S Sporting Goods, Inc.",0.3624441127815185,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.918238415572202,低(≤3 倍),2.986518027110662,殺,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,觀察(未填卡、無預登記預測),,True,False,False,132.3699951171875,2026-09-08,11967306518.554688,-0.373011954248702,0.3483772277832031,0.026300002,32.207722578320315,155.41053847718717,0.1740616771920391,,,,終值佔比 >150%,-0.4802441840101389,True,兩把尺都過,0.6231366594531444,1.208743394853382,1.05012018691965,1.0503927702297389,0.1,0.0,4885388000.0,1635814000.0,19204947000.0,0.0614655171920026,90408000.0,2026-05-02,0.0,Retail-Miscellaneous Shopping Goods Stores,0
16.0,CRUS,"CIRRUS LOGIC, INC.",0.125397457250821,公式壓力跌幅(參考欄),49.6,-0.556,"第五節:蘋果拆走三分一內含量 → 收入 1,450M、毛利率降至 46%、EV/銷售 1.1 倍 + 淨現金 1,037M ÷ 53.1M 股",地板參考:淨現金每股 19.79,過線(≥17%),0.2343517425167391,淨現金,-1.7321461088047845,殺,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,2,3,P1 收入不穿指引下限、P2 毛利率守 52% = 支持;P3 市銷率不回歸 = 不支持,買入候選,,False,True,False,110.76000213623048,2026-09-08,5798618391.838074,-0.3430204825688395,0.0450859069824218,0.060500003,-1.5414096017578125,116.22710596958169,0.049359910869511,,,,,-0.3936276855341728,True,"只過一把(重估已完成,不是折讓)",2.8288289232951387,3.540901786576752,2.7869335614419515,3.2622116116919053,0.1,0.0,-1036854000.0,598595000.0,2049830000.0,0.2304688681500417,52353000.0,2026-06-27,0.0,Semiconductors & Related Devices,0
17.0,ELMD,"Electromed, Inc.",0.0072071770522189,公式壓力跌幅(參考欄),,,,,不過(<13%),0.0638571148035114,淨現金,-2.115882048629074,線附近,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",是,市值 2.39 億美元 < 5 億,0,0,未登記預測,不入(一年回報不過線),,True,False,False,27.51000022888184,2026-09-08,239022370.11865425,-0.2535735469811746,0.1517906188964843,0.107,4.479061889648437,27.592245015566423,0.0029896323518834,,,,,-0.4148132244042758,True,都不過,3.239839109177161,3.485977392572432,2.733500079995926,3.2477543113133085,0.1,0.0,-20450000.0,9665000.0,73776000.0,0.1881506180871828,8688563.0,2026-06-30,0.0,Electromedical & Electrotherapeutic Apparatus,0
18.0,NXT,Nextpower Inc.,0.0001509594190581,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.2562059595275194,淨現金,-1.9505613577456749,線附近,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,觀察(未填卡、無預登記預測),,True,False,False,85.44999694824219,2026-09-08,13256871121.744629,-0.4352960549830429,0.1697349548339843,0.19399999,-2.426503516601564,85.45613080018076,7.178293923515433e-05,,,,,-0.4755114962882311,True,"只過一把(重估已完成,不是折讓)",3.651721774975127,4.610251229541466,3.1849409660796493,4.12549411446035,0.1,0.0,-1175498000.0,602646000.0,3630307000.0,0.1933563745435303,155141856.0,2026-07-03,0.0,Semiconductors & Related Devices,0
19.0,FN,FABRINET,-0.0330732426262658,公式壓力跌幅(參考欄),170.0,-0.6,"第五節:收入由 46.41 億回到 FY2025 實績 34.20 億(資料中心增量全部回吐)× 退出市銷率 1.8 倍 ÷ 3,630 萬股","敏感度 141(1.5 倍,−66%)/ 228(自身四年中位 2.42 倍,−46%);卡內明講 2.42 倍那一檔只是週期回歸、不是護城河失效,故不採用",過線(≥17%),0.4302662679721658,淨現金,-3.3928990164572985,線附近,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,2,3,P2 下季指引達標、P3 營業利潤率守 10% = 支持;P1 自由現金流仍為負 = 不支持,買入候選,是,False,True,False,416.30999755859375,2026-09-08,15092070031.49414,-0.3633692317534578,0.3628501892089844,0.1973,16.555018920898437,409.82709489380414,-0.0155722963724337,,,,,-0.4708427458536124,True,"只過一把(重估已完成,不是折讓)",3.251832493803543,4.674241256607928,2.423470008633742,4.129194570818448,0.1,0.0,-871042000.0,256725000.0,4641097000.0,0.099736549354603,36252000.0,2026-06-26,0.0,Telephone & Telegraph Apparatus,0
20.0,INOD,INNODATA INC,-0.0365608795870689,公式壓力跌幅(參考欄),10.75,-0.809,第五節:收入 317M → 190M、營業利潤率 12.6% → 5%、EV/Sales 1.2 倍 + 可用淨現金 150M ÷ 35.148M 股,卡內指定用這一檔;最大客戶完全流失版 7.77(−86.2%)明文只作參考,過線(≥17%),0.3014604660032951,淨現金,-1.256973644643558,殺,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,1,3,P1 收入增速守 40% 指引 = 支持;P2 動用 ATM 稀釋、P3 客戶預付款下降 = 不支持,買入候選,是,False,True,False,56.119998931884766,2026-09-08,1951348482.8605647,-0.5353173345770128,0.3986854553222656,0.2795,11.91854553222656,54.82669999348519,-0.0230452416788051,,,,,-0.6303251436805135,True,兩把尺都過,6.152490455602039,8.083735662583495,7.963087150669559,6.345674394850863,0.1,0.0,-246622000.0,196203000.0,317164000.0,0.1257172945227075,34771000.0,2026-06-30,0.0,Services-Computer Processing & Data Preparation,0
21.0,AGX,ARGAN INC,-0.0422534811324148,公式壓力跌幅(參考欄),112.6,-0.743,"第五節:收入退回 900M、營業利潤率降至同業中位 6.5%、EV/EBIT 10 倍 + 淨現金 1,022M ÷ 14.271M 股;交叉核對 113.2(四年中位市銷率 1.36 倍),兩路差 0.5%",,過線(≥17%),0.2535560823332952,淨現金,-1.510601123605625,線附近,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,3,三項全部指向在手訂單縮、毛利率跌、市銷率不回歸,觀察(預登記預測零支持),是,False,True,False,436.7799987792969,2026-09-08,6186551902.709961,-0.3712914486218701,0.2976417541503906,0.2142,8.344175415039063,427.6787952064776,-0.0208370429009001,,,,,-0.4931438154314579,True,"只過一把(重估已完成,不是折讓)",5.206952338425042,6.559842808123547,1.3538337370634872,5.045623989344313,0.1,0.0,-838651000.0,555177000.0,1188133000.0,0.1536056990252775,14164000.0,2026-07-31,0.0,Construction - Special Trade Contractors,0
22.0,ORCL,Oracle Corporation,-0.6101328329702537,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.1790036120425593,中(3–6 倍),4.255746317665822,殺,,True,經營損害被高估,"反推五年增速 27.7%,低於共識 46.3%,差 -18.6 個百分點",否,,0,0,未登記預測,觀察(未填卡、無預登記預測),是,False,False,False,162.52000427246094,2026-09-08,473583292449.9512,-0.3758933354035526,0.2765464782714844,0.4629,-18.63535217285156,98.08929085422048,-0.3964478939480207,,,,,-0.6497730863261855,True,都不過,7.03083958030154,8.373594803572509,6.7282049351125695,6.950580009436568,0.095,0.289794851693388,136086000000.0,31977000000.0,67358000000.0,0.3059027880875323,2914000000.0,2026-05-31,0.0,Services-Prepackaged Software,0
23.0,MOD,MODINE MANUFACTURING CO,-0.6930083817936539,公式壓力跌幅(參考欄),,,,,不過(<13%),0.1061930782154958,低(≤3 倍),2.2103658536585367,線附近,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,不入(一年回報不過線),是,False,False,False,192.3500061035156,2026-09-08,10386900329.589844,-0.3432896534538515,0.4040260314941406,0.204,20.002603149414064,136.20487267802645,-0.2918904686453399,,,,,-0.4211932731460838,True,都不過,3.0799728174563645,3.42407983482092,1.6458540821143028,3.058516102291881,0.1,0.0504289040405843,580000000.0,262400000.0,3372400000.0,0.1012631953504922,54000000.0,2026-06-30,0.0,Motor Vehicle Parts & Accessories,0
24.0,LMB,"LIMBACH HOLDINGS, INC.",-0.7856359262381258,公式壓力跌幅(參考欄),27.5,-0.45,"第五節:收入 900M(FY2027 運行率)× 調整後 EBITDA 率 7.4% × EV/EBITDA 7 倍 − pro-forma 淨負債 135M ÷ 12,040,218 股","卡內指定用 EBITDA 口徑;交叉核對 27.7(四年最低市銷率 0.371)。機械公式輸出的壓力價 71.69 高於現價 44.4%,完全失效",過線(≥17%),0.7297671997284398,低(≤3 倍),1.252376589165044,殺,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,3,三項全部指向 EBITDA 利潤率不達節奏、有機收入仍負、無內部人買入,觀察(預登記預測零支持),是,False,True,False,49.540000915527344,2026-09-08,596472410.7431488,-0.4091087257515932,0.7957572937011719,0.19790001,59.785728370117184,24.678829717138665,-0.5018403459616496,,,,終值佔比 >150%,-0.6387695995072685,True,"只過一把(重估已完成,不是折讓)",0.8723277394670859,1.5282865897985871,0.9769222694286118,1.402636301831704,0.1,0.1077233394918392,65607000.0,52386000.0,683771000.0,0.0574549081490733,12040218.0,2026-06-30,0.0,Construction - Special Trade Contractors,0
25.0,WING,WINGSTOP INC.,-0.8075488449317781,公式壓力跌幅(參考欄),,,,,過線(≥17%),1.0791023197440488,中(3–6 倍),5.564024486780305,殺,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,觀察(未填卡、無預登記預測),是,True,False,False,109.4499969482422,2026-09-08,2982731316.833496,-0.3254963040272065,0.2124061584472656,0.1596,5.280615844726563,52.7332356620525,-0.5181979247839584,,,,,-0.641692360822751,True,兩把尺都過,4.138549582893605,8.668120297490278,13.088104050640348,5.7774007867687,0.095,0.4058659233461149,1054327000.0,189490000.0,720719000.0,0.2786592277989064,27252000.0,2026-06-27,0.0,Retail-Eating  Places,0
26.0,VPG,"Vishay Precision Group, Inc.",-0.9076423742194148,公式壓力跌幅(參考欄),,,,,不過(<13%),-0.9992306822169778,淨現金,-12.85769501054111,線附近,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,不入(一年回報不過線),是,False,False,False,64.68000030517578,2026-09-08,861565416.4650726,-0.5188456500889558,,0.0769,,6.0077903473006105,-0.907115177505343,,,,終值佔比 >150%,-0.9994191581078116,False,都不過,2.6220153945052105,0.0020272488857027,0.0013029039832529,0.0016921959812126,0.1,0.0,-36593000.0,2846000.0,328589000.0,0.0342220829060011,13320430.0,2026-07-04,0.0,Electronic Components & Accessories,0
27.0,CIEN,Ciena Corp,-1.127503277403421,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.1723762374775459,低(≤3 倍),0.3231596602960321,線附近,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,觀察(未填卡、無預登記預測),是,False,False,False,341.2900085449219,2026-09-08,49817078677.27661,-0.4544307974839893,0.5907325744628906,0.30110002,28.96325544628906,151.31755288894422,-0.5566305807366545,,,,,-0.4936842241545803,True,都不過,8.274033503542267,9.748781668984266,2.215841063381461,6.563257956661654,0.1,0.0649372280730622,340831000.0,1054683000.0,6020894000.0,0.1227314415433987,145967000.0,2026-08-01,0.0,Telephone & Telegraph Apparatus,0
28.0,POWL,"Powell Industries, Inc.",-1.133322751202006,公式壓力跌幅(參考欄),,,,,不過(<13%),-2.5876144340908347e-05,淨現金,-2.4639007000816044,線附近,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,不入(一年回報不過線),是,False,False,False,182.4900054931641,2026-09-08,6679864161.071777,-0.3888956638342832,0.3442649841308594,0.2455,9.87649841308594,85.17122276094717,-0.5332828089364181,,,,,-0.4705480485332325,True,都不過,5.770831276702972,5.799535359589087,1.943541614459724,3.894905343204029,0.1,0.0,-631037000.0,256113000.0,1157522000.0,0.1966899981166664,36604000.0,2026-06-30,0.0,Switchgear & Switchboard Apparatus,0
29.0,APTV,APTIV PLC,-1.2281814168806584,公式壓力跌幅(參考欄),,,,,過線(≥17%),0.5874448682022191,中(3–6 倍),3.5995558845299778,殺,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",否,,0,0,未登記預測,觀察(未填卡、無預登記預測),是,True,False,False,45.72999954223633,2026-09-08,9699332902.908323,-0.3189946705865407,1.006977081298828,0.0424,96.45770812988282,17.916831797261864,-0.6082039803933557,,,,,-0.495206955612531,True,兩把尺都過,0.5179884060298171,0.8328751321886264,0.7428954392773268,0.6755356741897542,0.095,0.5519967253000063,4863000000.0,1351000000.0,18725000000.0,0.0531375166889185,212100000.0,2026-06-30,0.0,Motor Vehicle Parts & Accessories,0
30.0,CDNL,Cardinal Infrastructure Group Inc,-1.2459338210552562,公式壓力跌幅(參考欄),,,,,算不出,,高(>6 倍),6.248309741244642,資料不足,,True,倍數重估,"無理由(機械批次寫不出重估理由,須人手補)",是,負債比率 高(>6 倍),0,0,未登記預測,觀察(一年回報算不出),是,True,False,False,38.220001220703125,2026-09-08,780781499.1372681,-0.3463297614772433,0.4499015808105469,0.18100001,26.89015708105469,8.101152350148517,-0.7880389301044747,,,,,-0.6324885935250053,True,資料不足,1.340730412510741,,,,0.1,0.0,239419646.0,38317506.0,582355328.0,0.0857098657814632,20428610.0,2026-06-30,0.0,Heavy Construction Other Than Bldg Const - Contractors,0
